OrderID,ProductID,UnitPrice,Quantity,Discount
10296.00,69.00,28.80,15.00,0.00
10297.00,39.00,14.40,60.00,0.00
10297.00,72.00,27.80,20.00,0.00
10298.00,2.00,15.20,40.00,0.00
10298.00,36.00,15.20,40.00,0.25
10298.00,59.00,44.00,30.00,0.25
10298.00,62.00,39.40,15.00,0.00
10299.00,19.00,7.30,15.00,0.00
10299.00,70.00,12.00,20.00,0.00
10300.00,66.00,13.60,30.00,0.00
10300.00,68.00,10.00,20.00,0.00
10301.00,40.00,14.70,10.00,0.00
10301.00,56.00,30.40,20.00,0.00
10302.00,17.00,31.20,40.00,0.00
10302.00,28.00,36.40,28.00,0.00
10302.00,43.00,36.80,12.00,0.00
10303.00,40.00,14.70,40.00,0.10
10303.00,65.00,16.80,30.00,0.10
10303.00,68.00,10.00,15.00,0.10
10304.00,49.00,16.00,30.00,0.00
10304.00,59.00,44.00,10.00,0.00
10304.00,71.00,17.20,2.00,0.00
10305.00,18.00,50.00,25.00,0.10
10305.00,29.00,99.00,25.00,0.10
10305.00,39.00,14.40,30.00,0.10
10306.00,30.00,20.70,10.00,0.00
10306.00,53.00,26.20,10.00,0.00
10306.00,54.00,5.90,5.00,0.00
10307.00,62.00,39.40,10.00,0.00
10307.00,68.00,10.00,3.00,0.00
10308.00,69.00,28.80,1.00,0.00
10308.00,70.00,12.00,5.00,0.00
10309.00,4.00,17.60,20.00,0.00
10309.00,6.00,20.00,30.00,0.00
10309.00,42.00,11.20,2.00,0.00
10309.00,43.00,36.80,20.00,0.00
10309.00,71.00,17.20,3.00,0.00
10310.00,16.00,13.90,10.00,0.00
10310.00,62.00,39.40,5.00,0.00
10311.00,42.00,11.20,6.00,0.00
10311.00,69.00,28.80,7.00,0.00
10312.00,28.00,36.40,4.00,0.00
10312.00,43.00,36.80,24.00,0.00
10312.00,53.00,26.20,20.00,0.00
10312.00,75.00,6.20,10.00,0.00
10313.00,36.00,15.20,12.00,0.00
10314.00,32.00,25.60,40.00,0.10
10314.00,58.00,10.60,30.00,0.10
10314.00,62.00,39.40,25.00,0.10
10315.00,34.00,11.20,14.00,0.00
10315.00,70.00,12.00,30.00,0.00
10316.00,41.00,7.70,10.00,0.00
10316.00,62.00,39.40,70.00,0.00
10317.00,1.00,14.40,20.00,0.00
10318.00,41.00,7.70,20.00,0.00
10318.00,76.00,14.40,6.00,0.00
10319.00,17.00,31.20,8.00,0.00
10319.00,28.00,36.40,14.00,0.00
10319.00,76.00,14.40,30.00,0.00
10320.00,71.00,17.20,30.00,0.00
10321.00,35.00,14.40,10.00,0.00
10322.00,52.00,5.60,20.00,0.00
10323.00,15.00,12.40,5.00,0.00
10323.00,25.00,11.20,4.00,0.00
10323.00,39.00,14.40,4.00,0.00
10324.00,16.00,13.90,21.00,0.15
10324.00,35.00,14.40,70.00,0.15
10324.00,46.00,9.60,30.00,0.00
10324.00,59.00,44.00,40.00,0.15
10324.00,63.00,35.10,80.00,0.15
10325.00,6.00,20.00,6.00,0.00
10325.00,13.00,4.80,12.00,0.00
10325.00,14.00,18.60,9.00,0.00
10325.00,31.00,10.00,4.00,0.00
10325.00,72.00,27.80,40.00,0.00
10326.00,4.00,17.60,24.00,0.00
10326.00,57.00,15.60,16.00,0.00
10326.00,75.00,6.20,50.00,0.00
10327.00,2.00,15.20,25.00,0.20
10327.00,11.00,16.80,50.00,0.20
10327.00,30.00,20.70,35.00,0.20
10327.00,58.00,10.60,30.00,0.20
10328.00,59.00,44.00,9.00,0.00
10328.00,65.00,16.80,40.00,0.00
10328.00,68.00,10.00,10.00,0.00
10329.00,19.00,7.30,10.00,0.05
10329.00,30.00,20.70,8.00,0.05
10329.00,38.00,210.80,20.00,0.05
10329.00,56.00,30.40,12.00,0.05
10330.00,26.00,24.90,50.00,0.15
10330.00,72.00,27.80,25.00,0.15
10331.00,54.00,5.90,15.00,0.00
10332.00,18.00,50.00,40.00,0.20
10332.00,42.00,11.20,10.00,0.20
10332.00,47.00,7.60,16.00,0.20
10333.00,14.00,18.60,10.00,0.00
10333.00,21.00,8.00,10.00,0.10
10333.00,71.00,17.20,40.00,0.10
10334.00,52.00,5.60,8.00,0.00
10334.00,68.00,10.00,10.00,0.00
10335.00,2.00,15.20,7.00,0.20
10335.00,31.00,10.00,25.00,0.20
10335.00,32.00,25.60,6.00,0.20
10335.00,51.00,42.40,48.00,0.20
10336.00,4.00,17.60,18.00,0.10
10337.00,23.00,7.20,40.00,0.00
10337.00,26.00,24.90,24.00,0.00
10337.00,36.00,15.20,20.00,0.00
10337.00,37.00,20.80,28.00,0.00
10337.00,72.00,27.80,25.00,0.00
10338.00,17.00,31.20,20.00,0.00
10338.00,30.00,20.70,15.00,0.00
10339.00,4.00,17.60,10.00,0.00
10339.00,17.00,31.20,70.00,0.05
10339.00,62.00,39.40,28.00,0.00
10340.00,18.00,50.00,20.00,0.05
10340.00,41.00,7.70,12.00,0.05
10340.00,43.00,36.80,40.00,0.05
10341.00,33.00,2.00,8.00,0.00
10341.00,59.00,44.00,9.00,0.15
10342.00,2.00,15.20,24.00,0.20
10342.00,31.00,10.00,56.00,0.20
10342.00,36.00,15.20,40.00,0.20
10342.00,55.00,19.20,40.00,0.20
10343.00,64.00,26.60,50.00,0.00
10343.00,68.00,10.00,4.00,0.05
10343.00,76.00,14.40,15.00,0.00
10344.00,4.00,17.60,35.00,0.00
10344.00,8.00,32.00,70.00,0.25
10345.00,8.00,32.00,70.00,0.00
10345.00,19.00,7.30,80.00,0.00
10345.00,42.00,11.20,9.00,0.00
10346.00,17.00,31.20,36.00,0.10
10346.00,56.00,30.40,20.00,0.00
10347.00,25.00,11.20,10.00,0.00
10347.00,39.00,14.40,50.00,0.15
10347.00,40.00,14.70,4.00,0.00
10347.00,75.00,6.20,6.00,0.15
10348.00,1.00,14.40,15.00,0.15
10348.00,23.00,7.20,25.00,0.00
10349.00,54.00,5.90,24.00,0.00
10350.00,50.00,13.00,15.00,0.10
10350.00,69.00,28.80,18.00,0.10
10351.00,38.00,210.80,20.00,0.05
10351.00,41.00,7.70,13.00,0.00
10351.00,44.00,15.50,77.00,0.05
10351.00,65.00,16.80,10.00,0.05
10352.00,24.00,3.60,10.00,0.00
10352.00,54.00,5.90,20.00,0.15
10353.00,11.00,16.80,12.00,0.20
10353.00,38.00,210.80,50.00,0.20
10354.00,1.00,14.40,12.00,0.00
10354.00,29.00,99.00,4.00,0.00
10355.00,24.00,3.60,25.00,0.00
10355.00,57.00,15.60,25.00,0.00
10356.00,31.00,10.00,30.00,0.00
10356.00,55.00,19.20,12.00,0.00
10356.00,69.00,28.80,20.00,0.00
10357.00,10.00,24.80,30.00,0.20
10357.00,26.00,24.90,16.00,0.00
10357.00,60.00,27.20,8.00,0.20
10358.00,24.00,3.60,10.00,0.05
10358.00,34.00,11.20,10.00,0.05
10358.00,36.00,15.20,20.00,0.05
10359.00,16.00,13.90,56.00,0.05
10359.00,31.00,10.00,70.00,0.05
10359.00,60.00,27.20,80.00,0.05
10360.00,28.00,36.40,30.00,0.00
10360.00,29.00,99.00,35.00,0.00
10360.00,38.00,210.80,10.00,0.00
10360.00,49.00,16.00,35.00,0.00
10360.00,54.00,5.90,28.00,0.00
10361.00,39.00,14.40,54.00,0.10
10361.00,60.00,27.20,55.00,0.10
10362.00,25.00,11.20,50.00,0.00
10362.00,51.00,42.40,20.00,0.00
10362.00,54.00,5.90,24.00,0.00
10363.00,31.00,10.00,20.00,0.00
10363.00,75.00,6.20,12.00,0.00
10363.00,76.00,14.40,12.00,0.00
10364.00,69.00,28.80,30.00,0.00
10364.00,71.00,17.20,5.00,0.00
10365.00,11.00,16.80,24.00,0.00
10366.00,65.00,16.80,5.00,0.00
10366.00,77.00,10.40,5.00,0.00
10367.00,34.00,11.20,36.00,0.00
10367.00,54.00,5.90,18.00,0.00
10367.00,65.00,16.80,15.00,0.00
10367.00,77.00,10.40,7.00,0.00
10368.00,21.00,8.00,5.00,0.10
10368.00,28.00,36.40,13.00,0.10
10368.00,57.00,15.60,25.00,0.00
10368.00,64.00,26.60,35.00,0.10
10369.00,29.00,99.00,20.00,0.00
10369.00,56.00,30.40,18.00,0.25
10370.00,1.00,14.40,15.00,0.15
10370.00,64.00,26.60,30.00,0.00
10370.00,74.00,8.00,20.00,0.15
10371.00,36.00,15.20,6.00,0.20
10372.00,20.00,64.80,12.00,0.25
10372.00,38.00,210.80,40.00,0.25
10372.00,60.00,27.20,70.00,0.25
10372.00,72.00,27.80,42.00,0.25
10373.00,58.00,10.60,80.00,0.20
10373.00,71.00,17.20,50.00,0.20
10374.00,31.00,10.00,30.00,0.00
10374.00,58.00,10.60,15.00,0.00
10375.00,14.00,18.60,15.00,0.00
10375.00,54.00,5.90,10.00,0.00
10376.00,31.00,10.00,42.00,0.05
10377.00,28.00,36.40,20.00,0.15
10377.00,39.00,14.40,20.00,0.15
10378.00,71.00,17.20,6.00,0.00
10379.00,41.00,7.70,8.00,0.10
10379.00,63.00,35.10,16.00,0.10
10379.00,65.00,16.80,20.00,0.10
10380.00,30.00,20.70,18.00,0.10
10380.00,53.00,26.20,20.00,0.10
10380.00,60.00,27.20,6.00,0.10
10380.00,70.00,12.00,30.00,0.00
10381.00,74.00,8.00,14.00,0.00
10382.00,5.00,17.00,32.00,0.00
10382.00,18.00,50.00,9.00,0.00
10382.00,29.00,99.00,14.00,0.00
10382.00,33.00,2.00,60.00,0.00
10382.00,74.00,8.00,50.00,0.00
10383.00,13.00,4.80,20.00,0.00
10383.00,50.00,13.00,15.00,0.00
10383.00,56.00,30.40,20.00,0.00
10384.00,20.00,64.80,28.00,0.00
10384.00,60.00,27.20,15.00,0.00
10385.00,7.00,24.00,10.00,0.20
10385.00,60.00,27.20,20.00,0.20
10385.00,68.00,10.00,8.00,0.20
10386.00,24.00,3.60,15.00,0.00
10386.00,34.00,11.20,10.00,0.00
10387.00,24.00,3.60,15.00,0.00
10387.00,28.00,36.40,6.00,0.00
10387.00,59.00,44.00,12.00,0.00
10387.00,71.00,17.20,15.00,0.00
10388.00,45.00,7.60,15.00,0.20
10388.00,52.00,5.60,20.00,0.20
10388.00,53.00,26.20,40.00,0.00
10389.00,10.00,24.80,16.00,0.00
10389.00,55.00,19.20,15.00,0.00
10389.00,62.00,39.40,20.00,0.00
10389.00,70.00,12.00,30.00,0.00
10390.00,31.00,10.00,60.00,0.10
10390.00,35.00,14.40,40.00,0.10
10390.00,46.00,9.60,45.00,0.00
10390.00,72.00,27.80,24.00,0.10
10391.00,13.00,4.80,18.00,0.00
10392.00,69.00,28.80,50.00,0.00
10393.00,2.00,15.20,25.00,0.25
10393.00,14.00,18.60,42.00,0.25
10393.00,25.00,11.20,7.00,0.25
10393.00,26.00,24.90,70.00,0.25
10393.00,31.00,10.00,32.00,0.00
10394.00,13.00,4.80,10.00,0.00
10394.00,62.00,39.40,10.00,0.00
10395.00,46.00,9.60,28.00,0.10
10395.00,53.00,26.20,70.00,0.10
10395.00,69.00,28.80,8.00,0.00
10396.00,23.00,7.20,40.00,0.00
10396.00,71.00,17.20,60.00,0.00
10396.00,72.00,27.80,21.00,0.00
10397.00,21.00,8.00,10.00,0.15
10397.00,51.00,42.40,18.00,0.15
10398.00,35.00,14.40,30.00,0.00
10398.00,55.00,19.20,120.00,0.10
10399.00,68.00,10.00,60.00,0.00
10399.00,71.00,17.20,30.00,0.00
10399.00,76.00,14.40,35.00,0.00
10399.00,77.00,10.40,14.00,0.00
10400.00,29.00,99.00,21.00,0.00
10400.00,35.00,14.40,35.00,0.00
10400.00,49.00,16.00,30.00,0.00
10401.00,30.00,20.70,18.00,0.00
10401.00,56.00,30.40,70.00,0.00
10401.00,65.00,16.80,20.00,0.00
10401.00,71.00,17.20,60.00,0.00
10402.00,23.00,7.20,60.00,0.00
10402.00,63.00,35.10,65.00,0.00
10403.00,16.00,13.90,21.00,0.15
10403.00,48.00,10.20,70.00,0.15
10404.00,26.00,24.90,30.00,0.05
10404.00,42.00,11.20,40.00,0.05
10404.00,49.00,16.00,30.00,0.05
10405.00,3.00,8.00,50.00,0.00
10406.00,1.00,14.40,10.00,0.00
10406.00,21.00,8.00,30.00,0.10
10406.00,28.00,36.40,42.00,0.10
10406.00,36.00,15.20,5.00,0.10
10406.00,40.00,14.70,2.00,0.10
10407.00,11.00,16.80,30.00,0.00
10407.00,69.00,28.80,15.00,0.00
10407.00,71.00,17.20,15.00,0.00
10408.00,37.00,20.80,10.00,0.00
10408.00,54.00,5.90,6.00,0.00
10408.00,62.00,39.40,35.00,0.00
10409.00,14.00,18.60,12.00,0.00
10409.00,21.00,8.00,12.00,0.00
10410.00,33.00,2.00,49.00,0.00
10410.00,59.00,44.00,16.00,0.00
10411.00,41.00,7.70,25.00,0.20
10411.00,44.00,15.50,40.00,0.20
10411.00,59.00,44.00,9.00,0.20
10412.00,14.00,18.60,20.00,0.10
10413.00,1.00,14.40,24.00,0.00
10413.00,62.00,39.40,40.00,0.00
10413.00,76.00,14.40,14.00,0.00
10414.00,19.00,7.30,18.00,0.05
10414.00,33.00,2.00,50.00,0.00
10415.00,17.00,31.20,2.00,0.00
10415.00,33.00,2.00,20.00,0.00
10416.00,19.00,7.30,20.00,0.00
10416.00,53.00,26.20,10.00,0.00
10416.00,57.00,15.60,20.00,0.00
10417.00,38.00,210.80,50.00,0.00
10417.00,46.00,9.60,2.00,0.25
10417.00,68.00,10.00,36.00,0.25
10417.00,77.00,10.40,35.00,0.00
10418.00,2.00,15.20,60.00,0.00
10418.00,47.00,7.60,55.00,0.00
10418.00,61.00,22.80,16.00,0.00
10418.00,74.00,8.00,15.00,0.00
10419.00,60.00,27.20,60.00,0.05
10419.00,69.00,28.80,20.00,0.05
10420.00,9.00,77.60,20.00,0.10
10420.00,13.00,4.80,2.00,0.10
10420.00,70.00,12.00,8.00,0.10
10420.00,73.00,12.00,20.00,0.10
10421.00,19.00,7.30,4.00,0.15
10421.00,26.00,24.90,30.00,0.00
10421.00,53.00,26.20,15.00,0.15
10421.00,77.00,10.40,10.00,0.15
10422.00,26.00,24.90,2.00,0.00
10423.00,31.00,10.00,14.00,0.00
10423.00,59.00,44.00,20.00,0.00
10424.00,35.00,14.40,60.00,0.20
10424.00,38.00,210.80,49.00,0.20
10424.00,68.00,10.00,30.00,0.20
10425.00,55.00,19.20,10.00,0.25
10425.00,76.00,14.40,20.00,0.25
10426.00,56.00,30.40,5.00,0.00
10426.00,64.00,26.60,7.00,0.00
10427.00,14.00,18.60,35.00,0.00
10428.00,46.00,9.60,20.00,0.00
10429.00,50.00,13.00,40.00,0.00
10429.00,63.00,35.10,35.00,0.25
10430.00,17.00,31.20,45.00,0.20
10430.00,21.00,8.00,50.00,0.00
10430.00,56.00,30.40,30.00,0.00
10430.00,59.00,44.00,70.00,0.20
10431.00,17.00,31.20,50.00,0.25
10431.00,40.00,14.70,50.00,0.25
10431.00,47.00,7.60,30.00,0.25
10432.00,26.00,24.90,10.00,0.00
10432.00,54.00,5.90,40.00,0.00
10433.00,56.00,30.40,28.00,0.00
10434.00,11.00,16.80,6.00,0.00
10434.00,76.00,14.40,18.00,0.15
10435.00,2.00,15.20,10.00,0.00
10435.00,22.00,16.80,12.00,0.00
10435.00,72.00,27.80,10.00,0.00
10436.00,46.00,9.60,5.00,0.00
10436.00,56.00,30.40,40.00,0.10
10436.00,64.00,26.60,30.00,0.10
10436.00,75.00,6.20,24.00,0.10
10437.00,53.00,26.20,15.00,0.00
10438.00,19.00,7.30,15.00,0.20
10438.00,34.00,11.20,20.00,0.20
10438.00,57.00,15.60,15.00,0.20
10439.00,12.00,30.40,15.00,0.00
10439.00,16.00,13.90,16.00,0.00
10439.00,64.00,26.60,6.00,0.00
10439.00,74.00,8.00,30.00,0.00
10440.00,2.00,15.20,45.00,0.15
10440.00,16.00,13.90,49.00,0.15
10440.00,29.00,99.00,24.00,0.15
10440.00,61.00,22.80,90.00,0.15
10441.00,27.00,35.10,50.00,0.00
10442.00,11.00,16.80,30.00,0.00
10442.00,54.00,5.90,80.00,0.00
10442.00,66.00,13.60,60.00,0.00
10443.00,11.00,16.80,6.00,0.20
10443.00,28.00,36.40,12.00,0.00
10444.00,17.00,31.20,10.00,0.00
10444.00,26.00,24.90,15.00,0.00
10444.00,35.00,14.40,8.00,0.00
10444.00,41.00,7.70,30.00,0.00
10445.00,39.00,14.40,6.00,0.00
10445.00,54.00,5.90,15.00,0.00
10446.00,19.00,7.30,12.00,0.10
10446.00,24.00,3.60,20.00,0.10
10446.00,31.00,10.00,3.00,0.10
10446.00,52.00,5.60,15.00,0.10
10447.00,19.00,7.30,40.00,0.00
10447.00,65.00,16.80,35.00,0.00
10447.00,71.00,17.20,2.00,0.00
10448.00,26.00,24.90,6.00,0.00
10448.00,40.00,14.70,20.00,0.00
10449.00,10.00,24.80,14.00,0.00
10449.00,52.00,5.60,20.00,0.00
10449.00,62.00,39.40,35.00,0.00
10450.00,10.00,24.80,20.00,0.20
10450.00,54.00,5.90,6.00,0.20
10451.00,55.00,19.20,120.00,0.10
10451.00,64.00,26.60,35.00,0.10
10451.00,65.00,16.80,28.00,0.10
10451.00,77.00,10.40,55.00,0.10
10452.00,28.00,36.40,15.00,0.00
10452.00,44.00,15.50,100.00,0.05
10453.00,48.00,10.20,15.00,0.10
10453.00,70.00,12.00,25.00,0.10
10454.00,16.00,13.90,20.00,0.20
10454.00,33.00,2.00,20.00,0.20
10454.00,46.00,9.60,10.00,0.20
10455.00,39.00,14.40,20.00,0.00
10455.00,53.00,26.20,50.00,0.00
10455.00,61.00,22.80,25.00,0.00
10455.00,71.00,17.20,30.00,0.00
10456.00,21.00,8.00,40.00,0.15
10456.00,49.00,16.00,21.00,0.15
10457.00,59.00,44.00,36.00,0.00
10458.00,26.00,24.90,30.00,0.00
10458.00,28.00,36.40,30.00,0.00
10458.00,43.00,36.80,20.00,0.00
10458.00,56.00,30.40,15.00,0.00
10458.00,71.00,17.20,50.00,0.00
10459.00,7.00,24.00,16.00,0.05
10459.00,46.00,9.60,20.00,0.05
10459.00,72.00,27.80,40.00,0.00
10460.00,68.00,10.00,21.00,0.25
10460.00,75.00,6.20,4.00,0.25
10461.00,21.00,8.00,40.00,0.25
10461.00,30.00,20.70,28.00,0.25
10461.00,55.00,19.20,60.00,0.25
10462.00,13.00,4.80,1.00,0.00
10462.00,23.00,7.20,21.00,0.00
10463.00,19.00,7.30,21.00,0.00
10463.00,42.00,11.20,50.00,0.00
10464.00,4.00,17.60,16.00,0.20
10464.00,43.00,36.80,3.00,0.00
10464.00,56.00,30.40,30.00,0.20
10464.00,60.00,27.20,20.00,0.00
10465.00,24.00,3.60,25.00,0.00
10465.00,29.00,99.00,18.00,0.10
10465.00,40.00,14.70,20.00,0.00
10465.00,45.00,7.60,30.00,0.10
10465.00,50.00,13.00,25.00,0.00
10466.00,11.00,16.80,10.00,0.00
10466.00,46.00,9.60,5.00,0.00
10467.00,24.00,3.60,28.00,0.00
10467.00,25.00,11.20,12.00,0.00
10468.00,30.00,20.70,8.00,0.00
10468.00,43.00,36.80,15.00,0.00
10469.00,2.00,15.20,40.00,0.15
10469.00,16.00,13.90,35.00,0.15
10469.00,44.00,15.50,2.00,0.15
10470.00,18.00,50.00,30.00,0.00
10470.00,23.00,7.20,15.00,0.00
10470.00,64.00,26.60,8.00,0.00
10471.00,7.00,24.00,30.00,0.00
10471.00,56.00,30.40,20.00,0.00
10472.00,24.00,3.60,80.00,0.05
10472.00,51.00,42.40,18.00,0.00
10473.00,33.00,2.00,12.00,0.00
10473.00,71.00,17.20,12.00,0.00
10474.00,14.00,18.60,12.00,0.00
10474.00,28.00,36.40,18.00,0.00
10474.00,40.00,14.70,21.00,0.00
10474.00,75.00,6.20,10.00,0.00
10475.00,31.00,10.00,35.00,0.15
10475.00,66.00,13.60,60.00,0.15
10475.00,76.00,14.40,42.00,0.15
10476.00,55.00,19.20,2.00,0.05
10476.00,70.00,12.00,12.00,0.00
10477.00,1.00,14.40,15.00,0.00
10477.00,21.00,8.00,21.00,0.25
10477.00,39.00,14.40,20.00,0.25
10478.00,10.00,24.80,20.00,0.05
10479.00,38.00,210.80,30.00,0.00
10479.00,53.00,26.20,28.00,0.00
10479.00,59.00,44.00,60.00,0.00
10479.00,64.00,26.60,30.00,0.00
10480.00,47.00,7.60,30.00,0.00
10480.00,59.00,44.00,12.00,0.00
10481.00,49.00,16.00,24.00,0.00
10481.00,60.00,27.20,40.00,0.00
10482.00,40.00,14.70,10.00,0.00
10483.00,34.00,11.20,35.00,0.05
10483.00,77.00,10.40,30.00,0.05
10484.00,21.00,8.00,14.00,0.00
10484.00,40.00,14.70,10.00,0.00
10484.00,51.00,42.40,3.00,0.00
10485.00,2.00,15.20,20.00,0.10
10485.00,3.00,8.00,20.00,0.10
10485.00,55.00,19.20,30.00,0.10
10485.00,70.00,12.00,60.00,0.10
10486.00,11.00,16.80,5.00,0.00
10486.00,51.00,42.40,25.00,0.00
10486.00,74.00,8.00,16.00,0.00
10487.00,19.00,7.30,5.00,0.00
10487.00,26.00,24.90,30.00,0.00
10487.00,54.00,5.90,24.00,0.25
10488.00,59.00,44.00,30.00,0.00
10488.00,73.00,12.00,20.00,0.20
10489.00,11.00,16.80,15.00,0.25
10489.00,16.00,13.90,18.00,0.00
10490.00,59.00,44.00,60.00,0.00
10490.00,68.00,10.00,30.00,0.00
10490.00,75.00,6.20,36.00,0.00
10491.00,44.00,15.50,15.00,0.15
10491.00,77.00,10.40,7.00,0.15
10492.00,25.00,11.20,60.00,0.05
10492.00,42.00,11.20,20.00,0.05
10493.00,65.00,16.80,15.00,0.10
10493.00,66.00,13.60,10.00,0.10
10493.00,69.00,28.80,10.00,0.10
10494.00,56.00,30.40,30.00,0.00
10495.00,23.00,7.20,10.00,0.00
10495.00,41.00,7.70,20.00,0.00
10495.00,77.00,10.40,5.00,0.00
10496.00,31.00,10.00,20.00,0.05
10497.00,56.00,30.40,14.00,0.00
10497.00,72.00,27.80,25.00,0.00
10497.00,77.00,10.40,25.00,0.00
10498.00,24.00,4.50,14.00,0.00
10498.00,40.00,18.40,5.00,0.00
10498.00,42.00,14.00,30.00,0.00
10499.00,28.00,45.60,20.00,0.00
10499.00,49.00,20.00,25.00,0.00
